Country,Region,Year,Happiness Rank,Happiness Score,Economy GDP per Capita,Family Social Support,Health Life Expectancy,Freedom to Make Choices,Perceptions of Corruption,Generosity,Dystopia Residual,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020"
Russia,Commonwealth of Independent States,2017,49,5.963,1.282,1.469,0.547,0.374,0.033,0.052,2.26,145934460,144373535,38.559
Russia,Commonwealth of Independent States,2018,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065,,145934460,144373535,38.559
Russia,Commonwealth of Independent States,2019,68,5.648,1.183,1.452,0.726,0.334,0.031,0.082,,145934460,144373535,38.559
Russia,Commonwealth of Independent States,2020,73,5.546,1.127,1.379,0.68,0.399,0.099,0.046,1.816,145934460,144373535,38.559
Russia,Commonwealth of Independent States,2021,76,5.477,1.241,0.992,0.511,0.409,0.06,0.115,2.148,145934460,144373535,38.559
Russia,Commonwealth of Independent States,2022,80,5.459,1.685,1.095,0.586,0.401,0.08,0.117,1.494,145934460,144373535,38.559
Rwanda,Sub-Saharan Africa,2015,154,3.465,0.222,0.774,0.429,0.592,0.552,0.226,0.67,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2016,152,3.515,0.328,0.616,0.319,0.543,0.505,0.236,0.968,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2017,151,3.471,0.369,0.946,0.326,0.582,0.455,0.253,0.54,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2018,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2,,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2019,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217,,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2020,150,3.312,0.343,0.523,0.572,0.604,0.236,0.486,0.548,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2021,147,3.415,0.364,0.202,0.407,0.627,0.493,0.227,1.95,12952209,12626950,0.71
Rwanda,Sub-Saharan Africa,2022,143,3.268,0.785,0.133,0.462,0.621,0.544,0.187,0.536,12952209,12626950,0.71
Saudi Arabia,Middle East and North Africa,2015,35,6.411,1.395,1.084,0.72,0.31,0.325,0.137,2.439,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2016,34,6.379,1.49,0.848,0.593,0.379,0.3,0.155,2.615,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2017,37,6.344,1.531,1.287,0.59,0.45,0.273,0.148,2.65,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2018,33,6.371,1.379,1.331,0.633,0.509,0.127,0.098,,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2019,28,6.375,1.403,1.357,0.795,0.439,0.132,0.08,,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2020,27,6.406,1.334,1.31,0.76,0.548,0.087,0.163,2.23,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2021,26,6.494,1.435,0.964,0.571,0.603,0.163,0.09,2.668,34813867,34268528,17.875
Saudi Arabia,Middle East and North Africa,2022,25,6.523,1.87,1.092,0.577,0.651,0.18,0.078,2.75,34813867,34268528,17.875
Senegal,Sub-Saharan Africa,2015,142,3.904,0.365,0.976,0.435,0.368,0.107,0.208,1.444,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2016,128,4.219,0.443,0.774,0.405,0.311,0.117,0.191,1.979,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2017,115,4.535,0.479,1.18,0.409,0.378,0.115,0.183,1.79,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2018,109,4.631,0.429,1.117,0.433,0.406,0.082,0.138,,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2019,111,4.681,0.45,1.134,0.571,0.292,0.072,0.153,,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2020,101,4.981,0.504,0.955,0.518,0.352,0.164,0.082,2.45,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2021,92,5.132,0.518,0.558,0.357,0.381,0.088,0.158,3.71,16743930,16296364,2.449
Senegal,Sub-Saharan Africa,2022,103,5.046,0.933,0.53,0.447,0.494,0.081,0.143,2.419,16743930,16296364,2.449
Serbia,Central and Eastern Europe,2015,87,5.123,0.921,1.01,0.748,0.201,0.026,0.192,2.25,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2016,86,5.177,1.034,0.813,0.646,0.157,0.043,0.207,2.275,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2017,73,5.395,1.069,1.258,0.651,0.209,0.041,0.22,1.947,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2018,78,5.398,0.975,1.369,0.685,0.288,0.043,0.134,,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2019,70,5.603,1.004,1.383,0.854,0.282,0.039,0.137,,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2020,64,5.778,0.988,1.327,0.828,0.395,0.15,0.059,2.29,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2021,48,6.078,1.101,0.924,0.634,0.482,0.066,0.189,2.682,6804596,6944975,47.189
Serbia,Central and Eastern Europe,2022,43,6.178,1.55,1.086,0.658,0.546,0.088,0.219,2.31,6804596,6944975,47.189
Sierra Leone,Sub-Saharan Africa,2015,123,4.507,0.33,0.956,0,0.408,0.088,0.215,2.51,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2016,111,4.635,0.365,0.628,0,0.307,0.082,0.239,3.14,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2017,106,4.709,0.368,0.984,0.006,0.319,0.071,0.293,2.668,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2018,113,4.571,0.256,0.813,0,0.355,0.053,0.238,,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2019,129,4.374,0.268,0.841,0.242,0.309,0.045,0.252,,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2020,139,3.926,0.241,0.748,0.204,0.382,0.258,0.048,2.46,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2021,138,3.849,0.279,0.377,0.1,0.408,0.047,0.243,2.396,7976985,7813215,0.953
Sierra Leone,Sub-Saharan Africa,2022,140,3.574,0.686,0.416,0.273,0.387,0.055,0.202,1.556,7976985,7813215,0.953
Singapore,Southeast Asia,2015,24,6.798,1.522,1.02,1.025,0.543,0.492,0.311,1.885,5850343,5703569,0.496
Singapore,Southeast Asia,2016,22,6.739,1.646,0.868,0.947,0.488,0.47,0.327,1.994,5850343,5703569,0.496
Singapore,Southeast Asia,2017,26,6.572,1.692,1.354,0.949,0.55,0.464,0.346,1.216,5850343,5703569,0.496
Singapore,Southeast Asia,2018,34,6.343,1.529,1.451,1.008,0.631,0.457,0.261,,5850343,5703569,0.496
Singapore,Southeast Asia,2019,34,6.262,1.572,1.463,1.141,0.556,0.453,0.271,,5850343,5703569,0.496
Singapore,Southeast Asia,2020,31,6.377,1.52,1.395,1.138,0.635,0.219,0.533,0.937,5850343,5703569,0.496
Singapore,Southeast Asia,2021,32,6.377,1.695,1.019,0.897,0.664,0.547,0.176,1.379,5850343,5703569,0.496
Singapore,Southeast Asia,2022,27,6.48,2.149,1.127,0.851,0.672,0.587,0.163,0.932,5850343,5703569,0.496
Slovakia,Central and Eastern Europe,2015,45,5.995,1.169,1.27,0.789,0.318,0.034,0.169,2.246,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2016,45,6.078,1.28,1.083,0.704,0.234,0.029,0.138,2.611,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2017,40,6.098,1.325,1.505,0.713,0.296,0.024,0.137,2.98,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2018,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118,,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2019,38,6.198,1.246,1.504,0.881,0.334,0.014,0.121,,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2020,37,6.281,1.195,1.424,0.853,0.424,0.117,0.011,2.256,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2021,34,6.331,1.304,1.066,0.653,0.468,0.018,0.107,2.714,5459643,5454073,39.16
Slovakia,Central and Eastern Europe,2022,35,6.391,1.736,1.232,0.707,0.479,0.025,0.118,2.94,5459643,5454073,39.16
Slovenia,Central and Eastern Europe,2015,55,5.848,1.185,1.274,0.873,0.609,0.038,0.253,1.616,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2016,63,5.768,1.299,1.056,0.792,0.532,0.036,0.257,1.795,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2017,62,5.758,1.341,1.453,0.791,0.573,0.045,0.243,1.313,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2018,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16,,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2019,44,6.118,1.258,1.523,0.953,0.564,0.057,0.144,,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2020,33,6.363,1.209,1.465,0.933,0.647,0.146,0.077,1.889,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2021,29,6.461,1.36,1.093,0.722,0.69,0.085,0.122,2.388,2078932,2087946,129.73
Slovenia,Central and Eastern Europe,2022,22,6.63,1.81,1.249,0.769,0.685,0.115,0.118,1.885,2078932,2087946,129.73
South Africa,Sub-Saharan Africa,2015,113,4.642,0.92,1.185,0.277,0.332,0.089,0.12,1.72,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2016,116,4.459,1.024,0.961,0.186,0.425,0.084,0.137,1.642,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2017,101,4.829,1.055,1.385,0.187,0.479,0.073,0.139,1.511,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2018,105,4.724,0.94,1.41,0.33,0.516,0.056,0.103,,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2019,106,4.722,0.96,1.351,0.469,0.389,0.055,0.13,,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2020,109,4.814,0.902,1.259,0.407,0.435,0.126,0.06,1.625,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2021,103,4.956,0.967,0.895,0.265,0.447,0.051,0.144,2.187,59308690,58558270,48.001
South Africa,Sub-Saharan Africa,2022,91,5.194,1.425,1.088,0.361,0.442,0.046,0.089,1.742,59308690,58558270,48.001
South Korea,East Asia,2015,47,5.984,1.245,0.958,0.965,0.332,0.079,0.186,2.22,51269183,51709098,1.789
South Korea,East Asia,2016,57,5.835,1.359,0.722,0.886,0.252,0.077,0.188,2.35,51269183,51709098,1.789
South Korea,East Asia,2017,55,5.838,1.402,1.128,0.9,0.258,0.063,0.207,1.88,51269183,51709098,1.789
South Korea,East Asia,2018,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175,,51269183,51709098,1.789
South Korea,East Asia,2019,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175,,51269183,51709098,1.789
South Korea,East Asia,2020,61,5.872,1.245,1.134,1.023,0.259,0.17,0.095,1.947,51269183,51709098,1.789
South Korea,East Asia,2021,62,5.845,1.403,0.758,0.801,0.353,0.135,0.134,2.262,51269183,51709098,1.789
South Korea,East Asia,2022,59,5.935,1.851,0.886,0.841,0.414,0.176,0.111,1.656,51269183,51709098,1.789
Spain,Western Europe,2015,36,6.329,1.23,1.314,0.956,0.46,0.064,0.182,2.124,46754783,47076781,108.731
Spain,Western Europe,2016,37,6.361,1.343,1.129,0.879,0.375,0.061,0.177,2.397,46754783,47076781,108.731
Spain,Western Europe,2017,34,6.403,1.384,1.532,0.889,0.409,0.071,0.19,1.928,46754783,47076781,108.731
Spain,Western Europe,2018,36,6.31,1.251,1.538,0.965,0.449,0.074,0.142,,46754783,47076781,108.731
Spain,Western Europe,2019,30,6.354,1.286,1.484,1.062,0.362,0.079,0.153,,46754783,47076781,108.731
Spain,Western Europe,2020,28,6.401,1.231,1.421,1.051,0.426,0.165,0.11,1.997,46754783,47076781,108.731
Spain,Western Europe,2021,27,6.491,1.375,1.057,0.826,0.462,0.124,0.135,2.513,46754783,47076781,108.731
Spain,Western Europe,2022,29,6.476,1.808,1.211,0.808,0.505,0.149,0.101,1.893,46754783,47076781,108.731
Sri Lanka,South Asia,2015,132,4.271,0.835,1.019,0.708,0.537,0.092,0.408,0.671,21413250,21670000,0.953
Sri Lanka,South Asia,2016,117,4.415,0.973,0.848,0.62,0.508,0.08,0.47,0.917,21413250,21670000,0.953
Sri Lanka,South Asia,2017,120,4.44,1.01,1.26,0.625,0.561,0.074,0.491,0.419,21413250,21670000,0.953
Sri Lanka,South Asia,2018,116,4.471,0.918,1.314,0.672,0.585,0.05,0.307,,21413250,21670000,0.953
Sri Lanka,South Asia,2019,130,4.366,0.949,1.265,0.831,0.47,0.047,0.244,,21413250,21670000,0.953
Sri Lanka,South Asia,2020,130,4.327,0.898,1.195,0.792,0.529,0.253,0.049,0.611,21413250,21670000,0.953
Sri Lanka,South Asia,2021,129,4.325,0.99,0.82,0.593,0.559,0.049,0.239,1.75,21413250,21670000,0.953
Sri Lanka,South Asia,2022,127,4.362,1.415,0.934,0.66,0.529,0.079,0.15,0.595,21413250,21670000,0.953
Swaziland,Sub-Saharan Africa,2015,101,4.867,0.712,1.073,0.076,0.307,0.031,0.183,2.487,0,0,0
Swaziland,Sub-Saharan Africa,2019,135,4.212,0.811,1.149,0,0.313,0.135,0.074,,0,0,0
Swaziland,Sub-Saharan Africa,2020,132,4.308,0.828,1.065,0.216,0.3,0.067,0.147,1.686,0,0,0
Swaziland,Sub-Saharan Africa,2021,130,4.308,0.849,0.693,0.074,0.323,0.147,0.067,2.155,0,0,0
Sweden,Western Europe,2015,8,7.364,1.332,1.289,0.911,0.66,0.438,0.363,2.371,10099270,10285453,86.412
Sweden,Western Europe,2016,10,7.291,1.452,1.088,0.831,0.582,0.409,0.383,2.547,10099270,10285453,86.412
Sweden,Western Europe,2017,9,7.284,1.494,1.478,0.831,0.613,0.384,0.385,2.98,10099270,10285453,86.412
Sweden,Western Europe,2018,9,7.314,1.355,1.501,0.913,0.659,0.383,0.285,,10099270,10285453,86.412
Sweden,Western Europe,2019,7,7.343,1.387,1.487,1.009,0.574,0.373,0.267,,10099270,10285453,86.412
Sweden,Western Europe,2020,7,7.353,1.322,1.433,0.986,0.65,0.273,0.442,2.246,10099270,10285453,86.412
Sweden,Western Europe,2021,7,7.363,1.478,1.062,0.763,0.685,0.448,0.244,2.683,10099270,10285453,86.412
Sweden,Western Europe,2022,7,7.384,1.92,1.204,0.803,0.724,0.512,0.218,2.3,10099270,10285453,86.412
Switzerland,Western Europe,2015,1,7.587,1.397,1.35,0.941,0.666,0.42,0.297,2.517,8654618,8574832,88.334
Switzerland,Western Europe,2016,2,7.509,1.527,1.145,0.863,0.586,0.412,0.281,2.695,8654618,8574832,88.334
Switzerland,Western Europe,2017,4,7.494,1.565,1.517,0.858,0.62,0.367,0.291,2.277,8654618,8574832,88.334
Switzerland,Western Europe,2018,5,7.487,1.42,1.549,0.927,0.66,0.357,0.256,,8654618,8574832,88.334
Switzerland,Western Europe,2019,6,7.48,1.452,1.526,1.052,0.572,0.343,0.263,,8654618,8574832,88.334
Switzerland,Western Europe,2020,3,7.56,1.391,1.472,1.041,0.629,0.269,0.408,2.35,8654618,8574832,88.334
Switzerland,Western Europe,2021,3,7.571,1.566,1.079,0.816,0.653,0.413,0.204,2.839,8654618,8574832,88.334
Switzerland,Western Europe,2022,4,7.512,2.026,1.226,0.822,0.677,0.461,0.147,2.153,8654618,8574832,88.334
Syria,Middle East and North Africa,2015,156,3.006,0.663,0.475,0.722,0.157,0.189,0.472,0.329,17500657,17070135,4.063
Syria,Middle East and North Africa,2016,156,3.069,0.747,0.149,0.63,0.069,0.172,0.484,0.818,17500657,17070135,4.063
Syria,Middle East and North Africa,2017,152,3.462,0.777,0.396,0.501,0.082,0.151,0.494,1.62,17500657,17070135,4.063
Syria,Middle East and North Africa,2018,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376,,17500657,17070135,4.063
Syria,Middle East and North Africa,2019,149,3.462,0.619,0.378,0.44,0.013,0.141,0.331,,17500657,17070135,4.063
Taiwan Province of China,East Asia,2017,33,6.422,1.434,1.385,0.794,0.361,0.064,0.258,2.127,23816775,23780000,0.029
Taiwan Province of China,East Asia,2020,25,6.455,1.327,1.358,0.878,0.449,0.151,0.132,2.16,23816775,23780000,0.029
Taiwan Province of China,East Asia,2021,24,6.584,1.48,0.982,0.665,0.49,0.139,0.142,2.687,23816775,23780000,0.029
Taiwan Province of China,East Asia,2022,26,6.512,1.897,1.095,0.733,0.542,0.168,0.075,2.2,23816775,23780000,0.029
Tajikistan,Commonwealth of Independent States,2015,106,4.786,0.39,0.856,0.574,0.472,0.151,0.23,2.114,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2016,100,4.996,0.488,0.756,0.531,0.434,0.135,0.26,2.391,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2017,96,5.041,0.525,1.271,0.529,0.472,0.146,0.249,1.849,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2018,88,5.199,0.474,1.166,0.598,0.292,0.034,0.187,,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2019,74,5.467,0.493,1.098,0.718,0.389,0.144,0.23,,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2020,71,5.556,0.475,1.218,0.681,0.521,0.182,0.222,2.257,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2021,78,5.466,0.508,0.895,0.498,0.548,0.247,0.152,2.619,9537642,9321018,0.944
Tajikistan,Commonwealth of Independent States,2022,83,5.377,0.966,1.005,0.518,0.572,0.304,0.118,1.895,9537642,9321018,0.944
Tanzania,Sub-Saharan Africa,2015,146,3.781,0.285,1.003,0.382,0.329,0.057,0.344,1.381,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2016,149,3.666,0.472,0.776,0.357,0.318,0.051,0.315,1.378,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2017,153,3.349,0.511,1.042,0.365,0.39,0.066,0.354,0.621,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2018,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2019,153,3.231,0.476,0.885,0.499,0.417,0.147,0.276,,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2020,148,3.476,0.457,0.873,0.443,0.509,0.272,0.204,0.719,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2021,142,3.623,0.433,0.54,0.3,0.549,0.231,0.307,1.263,59734213,58005463,0.035
Tanzania,Sub-Saharan Africa,2022,139,3.702,0.848,0.597,0.425,0.578,0.27,0.248,0.735,59734213,58005463,0.035
Thailand,Southeast Asia,2015,34,6.455,0.967,1.265,0.739,0.557,0.032,0.576,2.319,69799978,69625582,0.09
Thailand,Southeast Asia,2016,33,6.474,1.089,1.045,0.649,0.496,0.028,0.587,2.58,69799978,69625582,0.09
Thailand,Southeast Asia,2017,32,6.424,1.128,1.426,0.647,0.58,0.032,0.572,2.4,69799978,69625582,0.09
Thailand,Southeast Asia,2018,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364,,69799978,69625582,0.09
Thailand,Southeast Asia,2019,52,6.008,1.05,1.409,0.828,0.557,0.028,0.359,,69799978,69625582,0.09
Thailand,Southeast Asia,2020,54,5.999,1.007,1.348,0.794,0.609,0.377,0.032,1.832,69799978,69625582,0.09
Thailand,Southeast Asia,2021,54,5.985,1.107,0.957,0.596,0.611,0.028,0.375,2.39,69799978,69625582,0.09
Thailand,Southeast Asia,2022,61,5.891,1.535,1.096,0.697,0.617,0.026,0.321,1.6,69799978,69625582,0.09
Togo,Sub-Saharan Africa,2015,158,2.839,0.209,0.14,0.284,0.365,0.107,0.167,1.567,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2016,155,3.303,0.281,0,0.248,0.347,0.116,0.175,2.135,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2017,150,3.495,0.305,0.432,0.247,0.38,0.096,0.197,1.837,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2018,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2019,139,4.085,0.275,0.572,0.41,0.293,0.085,0.177,,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2020,135,4.187,0.268,0.548,0.343,0.304,0.201,0.115,2.41,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2021,136,4.107,0.254,0.239,0.203,0.289,0.107,0.209,2.86,8278737,8082366,0.821
Togo,Sub-Saharan Africa,2022,135,4.112,0.771,0.322,0.36,0.292,0.132,0.174,2.61,8278737,8082366,0.821
Tunisia,Middle East and North Africa,2015,107,4.739,0.881,0.604,0.738,0.263,0.064,0.064,2.125,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2016,98,5.045,0.977,0.432,0.596,0.236,0.082,0.039,2.684,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2017,102,4.805,1.007,0.868,0.613,0.29,0.087,0.05,1.89,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2018,111,4.592,0.9,0.906,0.69,0.271,0.063,0.04,,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2019,124,4.461,0.921,1,0.815,0.167,0.055,0.059,,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2020,128,4.392,0.875,0.872,0.781,0.236,0.056,0.044,1.528,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2021,122,4.596,0.919,0.515,0.59,0.334,0.044,0.057,2.138,11818618,11694719,39.565
Tunisia,Middle East and North Africa,2022,120,4.516,1.35,0.596,0.656,0.316,0.029,0.029,1.54,11818618,11694719,39.565
Turkey,Middle East and North Africa,2015,76,5.332,1.061,0.946,0.732,0.228,0.157,0.123,2.85,84339067,83429615,24.758
Turkey,Middle East and North Africa,2016,78,5.389,1.165,0.877,0.647,0.239,0.123,0.047,2.291,84339067,83429615,24.758
Turkey,Middle East and North Africa,2017,69,5.5,1.198,1.338,0.638,0.301,0.1,0.047,1.879,84339067,83429615,24.758
Turkey,Middle East and North Africa,2018,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106,,84339067,83429615,24.758
Turkey,Middle East and North Africa,2019,79,5.373,1.183,1.36,0.808,0.195,0.106,0.083,,84339067,83429615,24.758
Turkey,Middle East and North Africa,2020,93,5.132,1.127,1.197,0.781,0.254,0.086,0.121,1.565,84339067,83429615,24.758
Turkey,Middle East and North Africa,2021,104,4.948,1.26,0.809,0.59,0.236,0.104,0.097,1.852,84339067,83429615,24.758
Turkey,Middle East and North Africa,2022,112,4.744,1.707,0.865,0.702,0.209,0.115,0.087,1.59,84339067,83429615,24.758
Turkmenistan,Commonwealth of Independent States,2015,70,5.548,0.958,1.227,0.539,0.476,0.308,0.17,1.87,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2016,65,5.658,1.08,1.038,0.44,0.374,0.285,0.226,2.215,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2017,59,5.822,1.131,1.493,0.438,0.418,0.259,0.25,1.833,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2018,68,5.636,1.016,1.533,0.517,0.417,0.037,0.199,,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2019,87,5.247,1.052,1.538,0.657,0.394,0.028,0.244,,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2020,95,5.119,1.009,1.51,0.612,0.515,0.323,0.034,1.115,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2021,97,5.066,1.046,1.172,0.439,0.602,0.033,0.366,1.49,5942089,5942089,0
Turkmenistan,Commonwealth of Independent States,2022,78,5.474,1.484,1.319,0.516,0.649,0.032,0.314,1.16,5942089,5942089,0
Uganda,Sub-Saharan Africa,2015,141,3.931,0.211,1.133,0.339,0.457,0.073,0.291,1.428,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2016,145,3.739,0.347,0.91,0.196,0.437,0.064,0.271,1.514,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2017,133,4.081,0.381,1.13,0.218,0.443,0.057,0.326,1.526,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2018,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259,,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2019,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252,,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2020,126,4.432,0.312,1.052,0.378,0.402,0.265,0.064,1.959,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2021,119,4.636,0.364,0.718,0.24,0.398,0.054,0.267,2.596,45741000,44269594,0.549
Uganda,Sub-Saharan Africa,2022,117,4.603,0.777,0.875,0.418,0.402,0.066,0.222,1.842,45741000,44269594,0.549
Ukraine,Commonwealth of Independent States,2015,111,4.681,0.799,1.203,0.674,0.251,0.03,0.153,1.571,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2016,123,4.324,0.873,1.014,0.586,0.129,0.018,0.204,1.51,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2017,132,4.096,0.895,1.395,0.576,0.123,0.023,0.27,0.814,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2018,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2019,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187,,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2020,123,4.561,0.78,1.321,0.699,0.319,0.179,0.01,1.253,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2021,110,4.875,0.979,0.958,0.517,0.417,0.01,0.181,1.813,43733759,44385155,44.087
Ukraine,Commonwealth of Independent States,2022,98,5.084,1.411,1.081,0.583,0.473,0.017,0.188,1.331,43733759,44385155,44.087
United Arab Emirates,Middle East and North Africa,2015,20,6.901,1.427,1.126,0.809,0.642,0.386,0.264,2.247,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2016,28,6.573,1.574,0.871,0.73,0.562,0.356,0.266,2.215,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2017,21,6.648,1.626,1.266,0.727,0.608,0.324,0.361,1.735,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2018,20,6.774,2.096,0.776,0.67,0.284,0.262,0.186,,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2019,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262,,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2020,21,6.791,1.431,1.251,0.788,0.653,0.281,0.22,2.167,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2021,25,6.561,1.555,0.86,0.594,0.67,0.223,0.236,2.422,9890400,9770529,6.764
United Arab Emirates,Middle East and North Africa,2022,24,6.576,1.998,0.98,0.633,0.702,0.25,0.204,1.89,9890400,9770529,6.764
United Kingdom,Western Europe,2015,21,6.867,1.266,1.285,0.909,0.596,0.321,0.519,1.97,67886004,66834405,108.45
United Kingdom,Western Europe,2016,23,6.725,1.403,1.087,0.81,0.5,0.274,0.502,2.15,67886004,66834405,108.45
United Kingdom,Western Europe,2017,19,6.714,1.442,1.496,0.805,0.508,0.265,0.493,1.74,67886004,66834405,108.45
United Kingdom,Western Europe,2018,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262,,67886004,66834405,108.45
United Kingdom,Western Europe,2019,15,7.054,1.333,1.538,0.996,0.45,0.278,0.348,,67886004,66834405,108.45
United Kingdom,Western Europe,2020,13,7.165,1.273,1.458,0.976,0.525,0.373,0.323,2.237,67886004,66834405,108.45
